id,score1,score2,score3,final_score,school_name
4442,6.7,6.9,7.4,7.0,Trường THCS Nguyễn Du
4443,6.7,6.6,7.1,6.8,Trường THCS Trần Văn Ơn
4444,7.4,7.2,7.3,7.3,Trường THCS Bạch Đằng
4445,9.0,8.5,9.1,8.9,Trường THPT Nguyễn Thị Minh Khai
4446,5.7,5.6,5.9,5.7,Trường THCS Á Châu
4447,8.4,8.1,8.2,8.2,Trường THPT Bùi Thị Xuân
4448,8.1,8.2,8.3,8.2,Trường THCS Trần Văn Ơn
4449,5.5,5.3,6.8,5.9,Trường THCS Nguyễn Du
4450,7.1,6.9,6.9,7.0,Trường THCS Á Châu
4451,7.9,7.4,7.8,7.7,Trường THPT Phú Nhuận
4452,6.2,5.5,6.9,6.2,Trường THCS Đoàn Thị Điểm
4453,5.6,7.0,6.0,6.2,Trường THPT Mạc Đĩnh Chi
4454,8.4,8.2,8.2,8.3,Trường THCS Hai Bà Trưng
4455,7.7,7.4,7.9,7.7,Trường THPT Nguyễn Thị Minh Khai
4456,7.6,7.5,7.6,7.6,Trường THCS Bạch Đằng
4457,8.8,8.6,8.7,8.7,Trường THPT Gia Định
4458,6.0,5.4,6.1,5.8,Trường THCS Đoàn Thị Điểm
4459,7.4,7.6,7.8,7.6,Trường THPT Gia Định
4460,9.9,9.8,9.7,9.8,Trường THPT Nguyễn Thị Minh Khai
4461,7.8,7.7,7.6,7.7,Trường THPT Phú Nhuận
4462,7.8,7.4,8.0,7.7,Trường THCS Việt Úc
4463,8.7,8.5,8.4,8.5,Trường THPT Gia Định
4464,9.1,9.0,9.5,9.2,Trường THCS Colette
4465,9.0,9.0,9.4,9.1,Trường THCS Colette
4466,9.3,8.6,9.3,9.1,Trường THCS Nguyễn Hữu Thọ
4467,4.3,4.8,4.8,4.6,THPT Nguyễn Hữu Cầu
4468,4.1,3.8,5.2,4.4,Trường THCS Bạch Đằng
4469,9.8,9.8,9.8,9.8,Trường THPT Nguyễn Thượng Hiền
4470,9.8,9.6,10.0,9.8,Trường THCS Lê Quý Đôn
4471,7.0,6.6,6.9,6.8,Trường THCS Á Châu
4472,9.1,8.9,8.7,8.9,Trường THPT Gia Định
4473,5.1,5.8,6.7,5.9,Trường THPT Mạc Đĩnh Chi
4474,8.5,8.4,8.8,8.6,Trường THPT Gia Định
4475,8.6,8.7,9.4,8.9,Trường THCS Nguyễn Hữu Thọ
4476,8.9,8.5,8.5,8.6,Trường THCS Trần Văn Ơn
4477,6.2,5.6,6.2,6.0,Trường THCS Đoàn Thị Điểm
4478,4.9,2.9,4.6,4.1,THPT Nguyễn Hữu Cầu
4479,6.6,6.9,7.6,7.0,Trường THCS Trần Văn Ơn
4480,8.1,7.9,8.2,8.1,Trường THCS Á Châu
4481,8.5,8.0,8.2,8.2,Trường THPT Nguyễn Thị Minh Khai
4482,8.7,8.5,8.7,8.6,Trường THCS Lê Quý Đôn
4483,9.2,9.1,9.1,9.1,Trường THPT Nguyễn Thị Minh Khai
4484,7.2,7.4,7.6,7.4,Trường THCS Bạch Đằng
4485,9.9,9.5,9.8,9.7,Trường THCS Colette
4486,9.3,9.3,9.2,9.3,Trường THCS Colette
4487,8.4,8.3,8.2,8.3,Trường THCS Á Châu
4488,4.0,4.0,4.6,4.2,Trường THCS Việt Úc
4489,7.5,7.8,7.5,7.6,Trường THCS Nguyễn Du
4490,9.2,9.2,9.4,9.3,Trường THPT Nguyễn Thượng Hiền
4491,4.7,2.6,6.3,4.5,Trường THCS Bạch Đằng
4492,8.6,8.1,8.3,8.3,Trường THPT Nguyễn Thị Minh Khai
4493,7.1,6.3,7.7,7.0,Trường THCS Trần Văn Ơn
4494,6.3,5.7,6.6,6.2,Trường THPT Phú Nhuận
4495,6.1,6.9,7.3,6.8,Trường THCS Nguyễn Du
4496,7.5,7.3,8.2,7.7,Trường THCS Nguyễn Hữu Thọ
4497,7.0,6.4,7.1,6.8,THPT Nguyễn Hữu Cầu
4498,5.9,4.9,5.6,5.5,Trường THPT Nguyễn Thị Minh Khai
4499,9.2,9.0,9.1,9.1,Trường THCS Nguyễn Hữu Thọ
4500,6.9,6.5,7.4,6.9,Trường THCS Lê Quý Đôn
4501,9.8,9.7,9.9,9.8,Trường THCS Colette
4502,9.7,9.7,9.9,9.8,Trường THCS Lê Quý Đôn
4503,8.6,8.6,9.1,8.8,Trường THCS Nguyễn Hữu Thọ
4504,9.7,9.8,9.9,9.8,Trường THCS Colette
4505,8.7,9.2,9.3,9.1,Trường THPT Nguyễn Thượng Hiền
4506,6.5,6.2,6.2,6.3,Trường THPT Lê Quý Đôn
4507,6.8,6.6,7.1,6.8,Trường THCS Hai Bà Trưng
4508,7.7,7.9,7.5,7.7,Trường THCS Nguyễn Du
4509,7.7,7.0,8.0,7.6,Trường THPT Nguyễn Thị Minh Khai
4510,6.9,7.1,7.3,7.1,Trường THCS Á Châu
4511,8.8,8.9,9.0,8.9,Trường THPT Gia Định
4512,8.3,8.5,9.0,8.6,Trường THPT Nguyễn Hữu Huân
4513,7.7,7.6,7.6,7.6,Trường THPT Bùi Thị Xuân
4514,4.7,4.4,3.0,4.0,Trường THCS Đoàn Thị Điểm
4515,9.5,9.2,9.2,9.3,Trường THPT Nguyễn Thượng Hiền
4516,6.7,7.2,7.1,7.0,Trường THPT Lê Quý Đôn
4517,6.7,7.0,7.6,7.1,Trường THCS Hai Bà Trưng
4518,9.2,9.0,9.6,9.3,Trường THPT Nguyễn Thượng Hiền
4519,8.7,8.5,8.9,8.7,Trường THCS Colette
4520,7.9,8.3,8.5,8.2,Trường THPT Gia Định
4521,6.1,5.6,5.7,5.8,Trường THPT Nguyễn Hữu Huân
4522,8.7,8.8,9.0,8.8,Trường THCS Á Châu
4523,8.1,7.6,7.9,7.9,Trường THPT Gia Định
4524,4.8,4.2,4.7,4.6,Trường THPT Mạc Đĩnh Chi
4525,6.4,5.8,5.1,5.8,Trường THCS Đoàn Thị Điểm
4526,7.0,7.2,7.3,7.2,Trường THPT Lê Quý Đôn
4527,7.6,7.9,7.6,7.7,Trường THCS Đoàn Thị Điểm
4528,4.9,3.2,4.8,4.3,Trường THPT Lê Quý Đôn
4529,7.4,7.0,7.5,7.3,Trường THCS Đoàn Thị Điểm
4530,8.4,8.0,8.1,8.2,Trường THCS Trần Văn Ơn
4531,9.8,9.8,9.8,9.8,Trường THCS Nguyễn Hữu Thọ
4532,5.9,5.6,6.9,6.1,Trường THCS Đoàn Thị Điểm
4533,9.2,8.8,9.6,9.2,Trường THCS Trần Văn Ơn
4534,5.4,5.4,6.3,5.7,Trường THCS Nguyễn Du
4535,7.4,8.0,7.8,7.7,Trường THCS Á Châu
4536,9.3,9.3,9.5,9.4,Trường THPT Nguyễn Thị Minh Khai
4537,8.0,7.9,8.5,8.1,Trường THCS Đoàn Thị Điểm
4538,9.0,9.1,9.3,9.1,Trường THCS Nguyễn Hữu Thọ
4539,8.2,7.4,7.6,7.7,Trường THCS Việt Úc
4540,7.2,6.1,7.1,6.8,Trường THCS Hai Bà Trưng
4541,9.6,9.2,9.1,9.3,Trường THPT Nguyễn Thượng Hiền
4542,8.1,8.3,8.2,8.2,Trường THPT Nguyễn Hữu Huân
4543,8.5,8.7,9.0,8.7,Trường THPT Bùi Thị Xuân
4544,2.9,3.6,4.5,3.7,Trường THCS Nguyễn Du
4545,9.8,9.8,10.0,9.9,Trường THCS Nguyễn Hữu Thọ
4546,7.9,8.0,8.8,8.2,Trường THCS Á Châu
4547,7.9,7.8,7.7,7.8,Trường THPT Phú Nhuận
4548,5.7,5.8,5.8,5.8,Trường THCS Đoàn Thị Điểm
4549,7.9,8.1,8.7,8.2,Trường THCS Nguyễn Hữu Thọ
4550,8.6,8.6,8.4,8.5,Trường THPT Nguyễn Hữu Huân
4551,8.2,8.6,8.7,8.5,Trường THPT Trần Phú
4552,9.4,9.2,9.6,9.4,Trường THPT Nguyễn Thị Minh Khai
4553,10.0,9.6,10.0,9.9,Trường THPT Nguyễn Thị Minh Khai
4554,5.3,5.8,6.1,5.7,THPT Nguyễn Hữu Cầu
4555,8.4,8.4,8.4,8.4,Trường THPT Gia Định
4556,8.3,8.3,8.2,8.3,THPT Nguyễn Hữu Cầu
4557,7.5,7.5,7.4,7.5,Trường THCS Lê Quý Đôn
4558,7.5,7.5,8.0,7.7,Trường THPT Nguyễn Thượng Hiền
4559,7.8,8.2,8.3,8.1,Trường THCS Trần Văn Ơn
4560,8.0,7.4,7.6,7.7,Trường THCS Việt Úc
4561,7.0,6.9,7.2,7.0,Trường THCS Hai Bà Trưng
4562,8.2,7.9,8.4,8.2,Trường THPT Bùi Thị Xuân
4563,5.6,6.0,6.4,6.0,Trường THPT Mạc Đĩnh Chi
4564,7.8,7.9,8.4,8.0,Trường THCS Colette
4565,6.6,6.2,6.3,6.4,Trường THCS Bạch Đằng
4566,9.3,9.0,9.4,9.2,Trường THPT Gia Định
4567,8.2,7.8,8.4,8.1,Trường THCS Colette
4568,9.1,9.0,9.6,9.2,Trường THCS Lê Quý Đôn
4569,5.0,4.2,4.9,4.7,THPT Nguyễn Hữu Cầu
4570,7.1,6.8,7.2,7.0,Trường THPT Bùi Thị Xuân
4571,6.2,5.9,5.9,6.0,Trường THPT Trần Phú
4572,8.5,8.4,9.0,8.6,Trường THPT Nguyễn Thượng Hiền
4573,7.5,7.9,7.9,7.8,Trường THCS Hai Bà Trưng
4574,6.6,6.9,7.1,6.9,Trường THPT Bùi Thị Xuân
4575,4.8,4.4,3.3,4.2,Trường THCS Nguyễn Du
4576,5.5,5.1,6.2,5.6,Trường THCS Lê Quý Đôn
4577,7.8,8.0,8.3,8.0,Trường THPT Bùi Thị Xuân
4578,7.3,7.8,7.1,7.4,Trường THPT Trần Phú
4579,7.8,7.8,8.4,8.0,Trường THCS Việt Úc
4580,5.6,5.1,6.1,5.6,Trường THPT Trần Phú
4581,8.0,8.0,8.4,8.1,Trường THCS Hai Bà Trưng
4582,9.0,8.8,9.0,8.9,Trường THCS Lê Quý Đôn
4583,5.4,6.4,5.8,5.9,THPT Nguyễn Hữu Cầu
4584,8.6,8.7,9.3,8.9,Trường THCS Việt Úc
4585,8.1,8.1,8.3,8.2,Trường THPT Gia Định
4586,8.8,8.8,8.7,8.8,Trường THCS Lê Quý Đôn
4587,7.6,7.8,7.5,7.6,Trường THPT Trần Phú
4588,7.0,6.3,7.3,6.9,Trường THCS Trần Văn Ơn
4589,9.8,9.8,9.8,9.8,Trường THCS Nguyễn Hữu Thọ
4590,8.9,8.4,8.6,8.6,Trường THPT Gia Định
4591,7.6,7.2,7.8,7.5,THPT Nguyễn Hữu Cầu
4592,9.8,9.6,9.8,9.7,Trường THCS Nguyễn Hữu Thọ
4593,8.3,7.5,7.7,7.8,Trường THPT Bùi Thị Xuân
4594,5.4,6.6,7.3,6.4,THPT Nguyễn Hữu Cầu
4595,6.4,6.1,5.8,6.1,Trường THCS Đoàn Thị Điểm
4596,5.3,5.7,6.4,5.8,THPT Nguyễn Hữu Cầu
4597,5.8,5.9,6.0,5.9,Trường THPT Lê Quý Đôn
4598,8.7,8.5,8.8,8.7,Trường THPT Nguyễn Thị Minh Khai
4599,9.9,9.7,9.8,9.8,Trường THCS Lê Quý Đôn
4600,9.4,9.1,9.2,9.2,Trường THCS Lê Quý Đôn
4601,7.8,8.2,8.2,8.1,Trường THPT Nguyễn Thị Minh Khai
4602,9.4,9.3,9.3,9.3,Trường THCS Nguyễn Hữu Thọ
4603,8.8,8.5,8.7,8.7,Trường THCS Lê Quý Đôn
4604,7.0,7.3,7.7,7.3,THPT Nguyễn Hữu Cầu
4605,8.2,7.7,8.0,8.0,Trường THPT Nguyễn Thượng Hiền
4606,8.4,8.2,9.2,8.6,Trường THCS Colette
4607,8.9,8.4,8.8,8.7,Trường THPT Gia Định
4608,8.8,8.9,9.0,8.9,Trường THCS Á Châu
4609,8.9,8.4,8.4,8.6,Trường THPT Nguyễn Thị Minh Khai
4610,7.1,6.1,7.7,7.0,Trường THCS Hai Bà Trưng
4611,7.3,7.1,8.0,7.5,Trường THCS Á Châu
4612,9.3,9.0,9.2,9.2,Trường THPT Nguyễn Thượng Hiền
4613,5.8,5.8,6.6,6.1,Trường THPT Lê Quý Đôn
4614,6.2,7.1,7.4,6.9,Trường THCS Hai Bà Trưng
4615,5.5,5.6,6.9,6.0,Trường THCS Trần Văn Ơn
4616,7.5,6.8,6.7,7.0,Trường THCS Colette
4617,4.3,4.4,4.9,4.5,Trường THCS Bạch Đằng
4618,6.2,5.6,6.9,6.2,Trường THPT Lê Quý Đôn
4619,6.1,5.8,6.9,6.3,Trường THCS Nguyễn Du
4620,9.0,8.6,8.6,8.7,Trường THPT Nguyễn Thị Minh Khai
4621,8.3,7.8,8.2,8.1,Trường THPT Gia Định
4622,3.3,3.8,3.6,3.6,Trường THPT Lê Quý Đôn
4623,8.8,8.6,8.7,8.7,Trường THPT Nguyễn Thị Minh Khai
4624,8.7,8.7,8.8,8.7,Trường THCS Trần Văn Ơn
4625,7.8,6.8,7.6,7.4,Trường THCS Nguyễn Du
4626,8.1,8.1,8.0,8.1,Trường THPT Phú Nhuận
4627,3.3,3.7,5.5,4.2,Trường THCS Bạch Đằng
4628,8.2,8.0,8.0,8.1,Trường THCS Nguyễn Hữu Thọ
4629,9.8,9.7,9.9,9.8,Trường THCS Colette
4630,6.2,6.8,7.4,6.8,Trường THPT Bùi Thị Xuân
4631,7.3,7.0,8.1,7.5,Trường THPT Bùi Thị Xuân
4632,7.2,6.8,7.0,7.0,Trường THCS Trần Văn Ơn
4633,4.4,4.4,4.5,4.4,THPT Nguyễn Hữu Cầu
4634,8.4,8.1,8.5,8.3,Trường THPT Mạc Đĩnh Chi
4635,9.3,9.4,9.0,9.2,Trường THPT Nguyễn Thượng Hiền
4636,8.7,8.6,8.9,8.7,Trường THCS Colette
4637,5.0,3.2,3.7,4.0,Trường THCS Nguyễn Du
4638,6.6,5.1,5.6,5.8,Trường THCS Bạch Đằng
4639,7.3,6.6,7.5,7.1,Trường THPT Phú Nhuận
4640,6.4,4.2,5.3,5.3,Trường THCS Trần Văn Ơn
4641,8.5,8.6,8.4,8.5,Trường THPT Nguyễn Thị Minh Khai
4642,8.1,8.3,8.6,8.3,Trường THPT Trần Phú
4643,7.2,7.3,7.6,7.4,Trường THPT Phú Nhuận
4644,7.7,8.2,8.3,8.1,Trường THCS Lê Quý Đôn
4645,7.2,6.5,7.1,6.9,THPT Nguyễn Hữu Cầu
4646,9.1,8.9,9.2,9.1,Trường THPT Nguyễn Thượng Hiền
4647,7.4,7.4,7.5,7.4,Trường THCS Trần Văn Ơn
4648,9.5,9.1,9.0,9.2,Trường THCS Nguyễn Hữu Thọ
4649,9.4,9.0,9.5,9.3,Trường THPT Gia Định
4650,4.7,4.2,5.6,4.8,Trường THCS Đoàn Thị Điểm
4651,9.3,9.1,9.4,9.3,Trường THCS Nguyễn Hữu Thọ
4652,7.6,7.8,7.3,7.6,Trường THPT Phú Nhuận
4653,5.0,3.7,5.6,4.8,Trường THPT Lê Quý Đôn
4654,6.7,6.3,7.3,6.8,Trường THCS Đoàn Thị Điểm
4655,7.8,8.3,8.3,8.1,Trường THCS Việt Úc
4656,7.3,6.9,7.2,7.1,Trường THPT Nguyễn Thị Minh Khai
4657,7.4,7.7,7.7,7.6,Trường THPT Nguyễn Hữu Huân
4658,9.0,8.9,9.3,9.1,Trường THCS Lê Quý Đôn
4659,9.1,9.0,9.2,9.1,Trường THPT Gia Định
4660,7.2,5.8,5.6,6.2,Trường THCS Đoàn Thị Điểm
4661,4.6,4.3,5.7,4.9,THPT Nguyễn Hữu Cầu
4662,6.3,6.0,5.6,6.0,Trường THCS Đoàn Thị Điểm
4663,7.8,7.3,7.5,7.5,Trường THPT Bùi Thị Xuân
4664,7.4,7.0,7.7,7.4,Trường THPT Phú Nhuận
4665,8.3,8.2,8.6,8.4,Trường THPT Trần Phú
4666,9.6,9.6,10.0,9.7,Trường THCS Nguyễn Hữu Thọ
4667,7.7,7.9,7.8,7.8,Trường THPT Trần Phú
4668,8.6,9.0,8.9,8.8,Trường THPT Nguyễn Thượng Hiền
4669,8.5,8.1,8.4,8.3,Trường THCS Trần Văn Ơn
4670,6.6,7.4,7.3,7.1,Trường THPT Nguyễn Hữu Huân
4671,7.0,5.5,6.8,6.4,Trường THCS Bạch Đằng
4672,8.8,8.5,8.9,8.7,Trường THPT Bùi Thị Xuân
4673,8.5,8.7,8.6,8.6,Trường THPT Nguyễn Thượng Hiền
4674,9.1,8.5,8.8,8.8,Trường THPT Phú Nhuận
4675,9.8,9.6,9.8,9.7,Trường THCS Colette
4676,5.9,5.3,6.3,5.8,Trường THPT Mạc Đĩnh Chi
4677,7.4,7.7,7.7,7.6,Trường THCS Việt Úc
4678,8.3,8.0,8.2,8.2,Trường THCS Hai Bà Trưng
4679,9.6,9.6,9.8,9.7,Trường THPT Gia Định
4680,4.4,4.3,5.1,4.6,Trường THCS Nguyễn Du
4681,9.3,9.0,9.5,9.3,Trường THCS Nguyễn Hữu Thọ
4682,7.8,8.1,8.0,8.0,Trường THCS Lê Quý Đôn
4683,6.8,7.0,7.2,7.0,Trường THPT Lê Quý Đôn
4684,8.4,8.6,8.6,8.5,Trường THCS Bạch Đằng
4685,6.5,6.2,6.0,6.2,THPT Nguyễn Hữu Cầu
4686,6.7,6.4,7.6,6.9,Trường THPT Nguyễn Hữu Huân
4687,9.0,8.7,9.4,9.0,Trường THPT Nguyễn Thượng Hiền
4688,7.9,8.0,8.0,8.0,Trường THPT Gia Định
4689,9.0,8.7,8.6,8.8,Trường THCS Trần Văn Ơn
4690,7.0,7.3,7.0,7.1,Trường THPT Bùi Thị Xuân
4691,8.2,7.2,7.2,7.5,Trường THCS Nguyễn Du
4692,8.1,8.4,8.3,8.3,Trường THPT Nguyễn Thượng Hiền
4693,9.3,9.5,9.3,9.4,Trường THCS Lê Quý Đôn
4694,8.6,8.6,8.7,8.6,Trường THCS Đoàn Thị Điểm
4695,7.1,6.8,8.1,7.3,Trường THPT Nguyễn Thị Minh Khai
4696,8.8,8.6,8.9,8.8,Trường THPT Nguyễn Thị Minh Khai
4697,7.1,6.8,7.2,7.0,Trường THCS Á Châu
4698,4.7,3.3,3.7,3.9,Trường THCS Nguyễn Du
4699,8.6,8.1,8.5,8.4,Trường THCS Đoàn Thị Điểm
4700,9.3,9.4,9.4,9.4,Trường THCS Colette
4701,8.8,8.1,9.3,8.7,Trường THCS Việt Úc
4702,7.1,7.0,7.1,7.1,Trường THPT Nguyễn Hữu Huân
4703,7.3,6.9,8.3,7.5,Trường THCS Nguyễn Hữu Thọ
4704,5.6,6.1,6.0,5.9,Trường THCS Đoàn Thị Điểm
4705,9.1,8.8,9.5,9.1,Trường THCS Lê Quý Đôn
4706,7.0,7.0,7.6,7.2,Trường THCS Hai Bà Trưng
4707,5.7,5.2,6.0,5.6,Trường THPT Mạc Đĩnh Chi
4708,8.9,8.7,8.7,8.8,Trường THCS Lê Quý Đôn
4709,8.9,8.4,9.0,8.8,Trường THPT Nguyễn Thị Minh Khai
4710,7.7,7.6,7.6,7.6,Trường THCS Đoàn Thị Điểm
4711,5.5,5.7,5.5,5.6,Trường THCS Đoàn Thị Điểm
4712,6.8,6.6,7.2,6.9,Trường THPT Lê Quý Đôn
4713,8.8,8.8,8.8,8.8,Trường THCS Colette
4714,9.1,9.1,9.3,9.2,Trường THCS Lê Quý Đôn
4715,7.1,7.2,7.4,7.2,Trường THPT Nguyễn Hữu Huân
4716,8.3,7.7,8.0,8.0,Trường THCS Nguyễn Hữu Thọ
4717,6.7,5.7,6.5,6.3,Trường THPT Mạc Đĩnh Chi
4718,8.4,8.6,8.7,8.6,Trường THCS Hai Bà Trưng
4719,7.8,8.0,7.1,7.6,Trường THPT Trần Phú
4720,7.0,6.9,6.8,6.9,Trường THPT Trần Phú
4721,7.0,6.9,7.2,7.0,Trường THPT Nguyễn Hữu Huân
4722,7.0,6.4,7.5,7.0,Trường THCS Hai Bà Trưng
4723,7.0,6.6,7.4,7.0,THPT Nguyễn Hữu Cầu
4724,6.8,7.1,7.1,7.0,Trường THCS Hai Bà Trưng
4725,6.8,6.8,7.7,7.1,Trường THPT Bùi Thị Xuân
4726,9.2,9.3,9.0,9.2,Trường THCS Lê Quý Đôn
4727,4.9,3.8,5.7,4.8,Trường THCS Đoàn Thị Điểm
4728,7.2,6.8,7.2,7.1,Trường THCS Bạch Đằng
4729,7.1,7.4,8.3,7.6,Trường THCS Hai Bà Trưng
4730,8.0,7.9,7.9,7.9,Trường THPT Trần Phú
4731,7.3,7.3,7.7,7.4,Trường THPT Nguyễn Hữu Huân
4732,9.2,9.2,9.5,9.3,Trường THCS Nguyễn Hữu Thọ
4733,5.7,6.2,6.2,6.0,THPT Nguyễn Hữu Cầu
4734,9.1,8.9,9.4,9.1,Trường THCS Lê Quý Đôn
4735,4.7,3.8,5.3,4.6,Trường THCS Bạch Đằng
4736,9.0,9.0,9.0,9.0,Trường THCS Nguyễn Hữu Thọ
4737,5.0,3.6,4.6,4.4,THPT Nguyễn Hữu Cầu
4738,5.8,5.9,6.2,6.0,Trường THCS Bạch Đằng
4739,6.6,6.6,7.2,6.8,Trường THPT Bùi Thị Xuân
4740,8.4,8.2,8.5,8.4,Trường THCS Colette
4741,5.7,5.8,5.6,5.7,Trường THCS Bạch Đằng
4742,8.3,7.8,8.4,8.2,Trường THPT Nguyễn Thị Minh Khai
4743,7.3,7.3,8.2,7.6,Trường THPT Nguyễn Hữu Huân
4744,8.8,8.7,8.8,8.8,Trường THPT Nguyễn Thượng Hiền
4745,4.8,3.7,5.6,4.7,Trường THCS Nguyễn Du
4746,9.5,9.2,9.7,9.5,Trường THPT Nguyễn Thị Minh Khai
4747,8.7,8.6,9.0,8.8,Trường THCS Nguyễn Hữu Thọ
4748,7.3,7.6,7.8,7.6,Trường THCS Việt Úc
4749,9.7,9.5,9.9,9.7,Trường THCS Colette
4750,8.1,8.2,8.3,8.2,Trường THCS Colette
4751,7.9,7.9,7.7,7.8,Trường THCS Colette
4752,6.9,6.7,6.9,6.8,Trường THCS Nguyễn Du
4753,8.0,7.2,7.6,7.6,Trường THPT Nguyễn Thị Minh Khai
4754,7.1,6.5,7.3,7.0,Trường THPT Phú Nhuận
4755,8.7,8.4,8.6,8.6,Trường THPT Nguyễn Thị Minh Khai
4756,7.8,7.1,7.5,7.5,Trường THCS Colette
4757,9.1,9.3,9.3,9.2,Trường THPT Nguyễn Thượng Hiền
4758,7.7,7.8,7.7,7.7,Trường THPT Lê Quý Đôn
4759,7.7,7.3,7.5,7.5,Trường THPT Gia Định
4760,7.4,6.2,7.1,6.9,Trường THPT Phú Nhuận
4761,5.8,5.7,5.7,5.7,Trường THPT Phú Nhuận
4762,5.8,5.6,6.3,5.9,Trường THPT Trần Phú
4763,7.2,7.0,7.4,7.2,Trường THCS Hai Bà Trưng
4764,5.3,6.3,5.5,5.7,Trường THCS Trần Văn Ơn
4765,8.8,9.1,8.8,8.9,Trường THPT Gia Định
4766,6.9,7.2,7.2,7.1,Trường THCS Á Châu
4767,9.1,8.9,9.8,9.3,Trường THCS Colette
4768,8.1,7.5,7.8,7.8,Trường THCS Lê Quý Đôn
4769,8.7,9.1,9.1,9.0,Trường THPT Bùi Thị Xuân
4770,7.6,7.5,7.2,7.4,Trường THPT Phú Nhuận
4771,7.2,6.9,6.7,6.9,Trường THPT Mạc Đĩnh Chi
4772,7.4,7.3,7.3,7.3,Trường THCS Nguyễn Hữu Thọ
4773,7.5,7.4,8.1,7.7,Trường THPT Trần Phú
4774,8.9,8.8,8.7,8.8,Trường THPT Nguyễn Thị Minh Khai
4775,7.4,6.1,7.4,7.0,Trường THPT Phú Nhuận
4776,6.9,6.6,6.9,6.8,Trường THCS Bạch Đằng
4777,4.2,4.5,6.0,4.9,Trường THCS Đoàn Thị Điểm
4778,5.3,4.3,4.9,4.8,Trường THCS Nguyễn Du
4779,9.4,8.8,9.5,9.2,Trường THCS Nguyễn Hữu Thọ
4780,8.6,8.7,8.7,8.7,Trường THCS Colette
4781,7.3,6.7,6.8,6.9,Trường THPT Nguyễn Hữu Huân
4782,6.3,5.3,6.6,6.1,Trường THPT Lê Quý Đôn
4783,6.7,6.3,7.0,6.7,Trường THCS Hai Bà Trưng
4784,8.3,8.1,8.5,8.3,Trường THPT Nguyễn Hữu Huân
4785,6.5,5.3,5.9,5.9,Trường THCS Á Châu
4786,5.6,4.0,4.5,4.7,Trường THCS Đoàn Thị Điểm
4787,7.8,7.7,8.0,7.8,THPT Nguyễn Hữu Cầu
4788,8.4,7.9,8.3,8.2,Trường THPT Nguyễn Hữu Huân
4789,8.1,7.4,7.9,7.8,Trường THCS Lê Quý Đôn
4790,9.2,8.8,9.2,9.1,Trường THCS Nguyễn Hữu Thọ
4791,7.5,7.0,8.1,7.5,Trường THCS Hai Bà Trưng
4792,6.5,5.0,6.7,6.1,Trường THCS Việt Úc
4793,6.4,6.2,6.2,6.3,Trường THPT Phú Nhuận
4794,7.7,7.2,8.1,7.7,Trường THPT Bùi Thị Xuân
4795,7.2,6.8,7.3,7.1,Trường THPT Mạc Đĩnh Chi
4796,4.7,4.7,4.6,4.7,Trường THCS Nguyễn Du
4797,8.6,8.6,8.7,8.6,Trường THCS Lê Quý Đôn
4798,9.2,9.2,9.3,9.2,Trường THCS Á Châu
4799,8.2,7.9,8.1,8.1,Trường THPT Nguyễn Thượng Hiền
4800,8.4,8.2,8.3,8.3,Trường THCS Lê Quý Đôn
4801,9.1,8.6,9.3,9.0,Trường THCS Lê Quý Đôn
4802,7.0,6.6,7.4,7.0,Trường THCS Bạch Đằng
4803,9.7,9.8,9.8,9.8,Trường THCS Lê Quý Đôn
4804,6.3,5.7,6.4,6.1,Trường THPT Nguyễn Hữu Huân
4805,7.2,6.5,7.7,7.1,Trường THCS Bạch Đằng
4806,7.0,7.0,7.5,7.2,Trường THCS Việt Úc
4807,7.8,7.2,7.7,7.6,Trường THCS Bạch Đằng
4808,7.4,7.8,8.3,7.8,Trường THCS Đoàn Thị Điểm
4809,8.4,8.5,8.3,8.4,Trường THCS Nguyễn Hữu Thọ
4810,8.1,8.1,8.3,8.2,Trường THCS Hai Bà Trưng
4811,9.5,9.2,9.3,9.3,Trường THPT Nguyễn Thị Minh Khai
4812,5.5,5.8,5.8,5.7,Trường THCS Nguyễn Du
4813,8.3,8.4,9.2,8.6,Trường THCS Lê Quý Đôn
4814,8.2,8.2,8.4,8.3,Trường THPT Nguyễn Thị Minh Khai
4815,7.1,6.7,7.8,7.2,Trường THPT Trần Phú
4816,7.5,7.5,8.0,7.7,Trường THPT Nguyễn Thượng Hiền
4817,3.4,3.4,5.1,4.0,Trường THPT Lê Quý Đôn
4818,5.6,5.7,5.5,5.6,THPT Nguyễn Hữu Cầu
4819,6.6,6.6,7.2,6.8,Trường THCS Bạch Đằng
4820,7.7,7.2,7.9,7.6,Trường THPT Mạc Đĩnh Chi
4821,7.6,7.6,7.8,7.7,Trường THPT Nguyễn Hữu Huân
4822,9.5,9.7,10.0,9.7,Trường THPT Nguyễn Thượng Hiền
4823,7.4,7.2,7.6,7.4,Trường THCS Việt Úc
4824,6.9,7.0,7.0,7.0,Trường THCS Việt Úc
4825,6.6,5.6,6.4,6.2,Trường THCS Trần Văn Ơn
4826,5.3,6.4,6.3,6.0,THPT Nguyễn Hữu Cầu
4827,8.9,8.7,9.1,8.9,Trường THPT Nguyễn Hữu Huân
4828,8.9,8.7,8.9,8.8,Trường THCS Trần Văn Ơn
4829,6.6,6.5,6.9,6.7,Trường THPT Bùi Thị Xuân
4830,9.3,9.1,9.4,9.3,Trường THCS Việt Úc
