id,score1,score2,score3,final_score,school_name,school_encoded,cluster,xep_loai
5452,3.9,4.6,5.0,4.5,Trường THCS Bạch Đằng,4.0,1,Yếu
5453,6.8,6.5,7.1,6.8,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
5454,4.6,3.7,5.2,4.5,Trường THCS Bạch Đằng,4.0,1,Yếu
5455,6.4,5.5,5.8,5.9,Trường THCS Nguyễn Du,2.0,4,Trung bình
5456,8.9,9.4,9.0,9.1,Trường THCS Colette,16.0,0,Xuất sắc
5457,6.3,6.4,5.3,6.0,Trường THCS Bạch Đằng,4.0,4,Trung bình
5458,5.3,3.0,5.1,4.5,Trường THCS Bạch Đằng,4.0,1,Yếu
5459,8.5,8.4,8.5,8.5,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5460,5.9,6.0,6.1,6.0,Trường THPT Gia Định,17.0,4,Trung bình
5461,9.0,8.5,8.9,8.8,Trường THCS Colette,16.0,0,Xuất sắc
5462,9.9,9.8,9.9,9.9,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5463,5.8,3.6,4.0,4.5,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
5464,6.9,6.9,7.1,7.0,Trường THCS Á Châu,6.0,2,Khá
5465,5.3,3.8,4.5,4.5,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
5466,9.9,9.6,9.8,9.8,Trường THPT Gia Định,17.0,0,Xuất sắc
5467,9.3,9.3,9.3,9.3,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5468,3.1,3.7,4.5,3.8,Trường THPT Lê Quý Đôn,5.0,1,Yếu
5469,7.7,7.6,8.2,7.8,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
5470,7.0,6.9,7.6,7.2,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
5471,8.1,6.8,8.2,7.7,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
5472,8.4,8.2,8.3,8.3,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
5473,4.6,5.1,4.5,4.7,Trường THCS Đoàn Thị Điểm,0.0,1,Yếu
5474,7.6,7.6,7.2,7.5,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
5475,8.0,7.9,8.3,8.1,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
5476,7.9,7.6,7.7,7.7,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
5477,8.5,9.0,8.9,8.8,Trường THCS Hai Bà Trưng,12.0,0,Xuất sắc
5478,7.9,8.1,8.3,8.1,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
5479,7.3,7.6,7.9,7.6,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
5480,7.4,7.3,7.4,7.4,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
5481,7.0,6.9,7.3,7.1,Trường THCS Việt Úc,8.0,2,Khá
5482,7.3,7.1,7.5,7.3,Trường THPT Trần Phú,7.0,2,Khá
5483,8.4,8.5,8.7,8.5,Trường THPT Gia Định,17.0,0,Xuất sắc
5484,7.6,7.1,7.6,7.4,Trường THCS Bạch Đằng,4.0,2,Khá
5485,9.8,9.6,9.7,9.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5486,8.4,7.9,8.2,8.2,Trường THCS Việt Úc,8.0,2,Khá
5487,2.7,4.2,5.5,4.1,Trường THCS Bạch Đằng,4.0,1,Yếu
5488,8.8,8.5,9.0,8.8,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5489,7.8,7.4,7.6,7.6,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
5490,3.3,3.3,3.9,3.5,Trường THCS Bạch Đằng,4.0,1,Yếu
5491,7.7,7.4,7.6,7.6,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5492,9.0,9.0,9.3,9.1,Trường THCS Colette,16.0,0,Xuất sắc
5493,5.8,6.2,5.8,5.9,Trường THCS Nguyễn Du,2.0,4,Trung bình
5494,6.2,5.4,5.8,5.8,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
5495,7.9,7.0,7.5,7.5,Trường THCS Nguyễn Du,2.0,2,Khá
5496,7.2,6.9,7.2,7.1,Trường THPT Gia Định,17.0,3,Giỏi
5497,7.9,7.5,7.8,7.7,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5498,7.9,8.4,7.8,8.0,Trường THCS Việt Úc,8.0,2,Khá
5499,5.0,3.9,4.6,4.5,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
5500,8.2,8.3,8.2,8.2,Trường THCS Colette,16.0,3,Giỏi
5501,7.4,5.6,6.1,6.4,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
5502,8.6,8.8,8.9,8.8,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5503,7.8,7.6,7.3,7.6,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
5504,6.4,5.7,6.8,6.3,Trường THCS Nguyễn Du,2.0,4,Trung bình
5505,8.3,8.2,8.3,8.3,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
5506,9.8,9.7,9.9,9.8,Trường THPT Gia Định,17.0,0,Xuất sắc
5507,7.3,6.7,7.3,7.1,Trường THPT Bùi Thị Xuân,11.0,2,Khá
5508,9.0,8.7,8.9,8.9,Trường THPT Gia Định,17.0,0,Xuất sắc
5509,8.7,8.8,8.7,8.7,Trường THCS Colette,16.0,0,Xuất sắc
5510,8.1,8.4,8.4,8.3,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
5511,8.2,7.8,7.6,7.9,Trường THCS Colette,16.0,3,Giỏi
5512,8.6,8.5,9.0,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5513,5.5,6.8,7.2,6.5,Trường THCS Nguyễn Du,2.0,4,Trung bình
5514,5.6,6.8,5.6,6.0,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
5515,9.7,9.8,9.8,9.8,Trường THPT Gia Định,17.0,0,Xuất sắc
5516,5.8,5.2,5.6,5.5,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
5517,8.2,7.5,7.4,7.7,Trường THCS Á Châu,6.0,2,Khá
5518,4.6,3.4,5.3,4.4,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
5519,9.9,9.7,9.9,9.8,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5520,6.1,6.3,6.2,6.2,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
5521,9.0,9.2,9.2,9.1,Trường THPT Gia Định,17.0,0,Xuất sắc
5522,7.1,6.8,7.0,7.0,Trường THCS Trần Văn Ơn,10.0,2,Khá
5523,6.1,6.3,6.1,6.2,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
5524,7.3,7.2,8.1,7.5,Trường THPT Trần Phú,7.0,2,Khá
5525,8.2,7.8,8.5,8.2,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5526,7.5,6.8,6.4,6.9,Trường THCS Đoàn Thị Điểm,0.0,2,Khá
5527,7.4,6.9,6.8,7.0,Trường THCS Nguyễn Du,2.0,2,Khá
5528,7.3,6.3,7.4,7.0,Trường THPT Lê Quý Đôn,5.0,2,Khá
5529,9.4,9.2,9.2,9.3,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5530,2.7,3.0,4.7,3.5,Trường THPT Phú Nhuận,9.0,1,Yếu
5531,7.0,6.6,7.2,6.9,Trường THPT Gia Định,17.0,3,Giỏi
5532,7.1,6.5,7.7,7.1,Trường THPT Gia Định,17.0,3,Giỏi
5533,7.9,7.0,7.6,7.5,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
5534,8.8,8.7,8.4,8.6,Trường THCS Á Châu,6.0,2,Khá
5535,6.1,5.3,6.2,5.9,Trường THCS Á Châu,6.0,4,Trung bình
5536,7.2,6.8,7.3,7.1,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5537,8.7,8.9,8.9,8.8,Trường THCS Colette,16.0,0,Xuất sắc
5538,5.7,4.8,6.6,5.7,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
5539,8.6,8.7,8.9,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5540,6.6,5.7,6.2,6.2,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
5541,8.0,7.9,7.7,7.9,Trường THPT Gia Định,17.0,3,Giỏi
5542,6.6,6.4,7.1,6.7,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
5543,6.1,5.5,5.4,5.7,Trường THPT Gia Định,17.0,4,Trung bình
5544,8.7,8.9,8.6,8.7,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5545,7.3,6.5,7.2,7.0,Trường THPT Trần Phú,7.0,2,Khá
5546,9.9,9.7,10.0,9.9,Trường THPT Trần Phú,7.0,0,Xuất sắc
5547,8.8,8.4,8.8,8.7,Trường THPT Bùi Thị Xuân,11.0,0,Xuất sắc
5548,9.0,8.6,8.9,8.8,Trường THPT Trần Phú,7.0,0,Xuất sắc
5549,5.6,5.6,5.9,5.7,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
5550,6.5,5.5,6.3,6.1,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
5551,9.0,9.0,8.8,8.9,Trường THPT Gia Định,17.0,0,Xuất sắc
5552,7.4,7.8,8.2,7.8,Trường THPT Lê Quý Đôn,5.0,2,Khá
5553,9.4,9.0,8.9,9.1,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
5554,9.8,9.6,9.8,9.7,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5555,7.3,6.5,6.8,6.9,Trường THPT Trần Phú,7.0,2,Khá
5556,5.5,6.3,5.9,5.9,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
5557,8.8,8.7,9.0,8.8,Trường THPT Nguyễn Hữu Huân,13.0,0,Xuất sắc
5558,8.0,7.6,8.5,8.0,Trường THPT Trần Phú,7.0,2,Khá
5559,8.8,9.0,8.9,8.9,Trường THPT Gia Định,17.0,0,Xuất sắc
5560,7.7,7.5,7.4,7.5,Trường THCS Trần Văn Ơn,10.0,2,Khá
5561,5.3,5.7,5.3,5.4,Trường THCS Nguyễn Du,2.0,4,Trung bình
5562,7.2,6.9,7.0,7.0,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5563,9.4,8.9,9.3,9.2,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5564,7.2,6.7,7.2,7.0,Trường THPT Phú Nhuận,9.0,2,Khá
5565,7.9,7.6,7.9,7.8,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
5566,8.2,8.0,8.2,8.1,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5567,6.9,6.8,7.6,7.1,Trường THCS Nguyễn Du,2.0,2,Khá
5568,6.5,5.8,6.7,6.3,Trường THCS Bạch Đằng,4.0,4,Trung bình
5569,7.2,6.9,7.5,7.2,Trường THPT Lê Quý Đôn,5.0,2,Khá
5570,6.6,7.0,7.7,7.1,Trường THCS Việt Úc,8.0,2,Khá
5571,6.6,6.7,7.1,6.8,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
5572,6.3,6.1,6.2,6.2,Trường THCS Việt Úc,8.0,4,Trung bình
5573,7.0,5.9,6.0,6.3,Trường THCS Nguyễn Du,2.0,4,Trung bình
5574,8.4,8.8,8.8,8.7,Trường THPT Phú Nhuận,9.0,0,Xuất sắc
5575,8.4,8.3,8.2,8.3,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
5576,8.7,8.4,8.5,8.5,Trường THPT Gia Định,17.0,0,Xuất sắc
5577,9.8,9.5,9.8,9.7,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
5578,7.0,7.3,7.4,7.2,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
5579,7.2,7.8,7.7,7.6,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5580,7.5,7.6,7.4,7.5,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
5581,8.9,8.7,9.5,9.0,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5582,5.3,5.5,5.8,5.5,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
5583,3.8,4.4,5.4,4.5,Trường THCS Nguyễn Du,2.0,1,Yếu
5584,9.0,8.5,8.7,8.7,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
5585,3.8,2.6,6.2,4.2,Trường THPT Lê Quý Đôn,5.0,1,Yếu
5586,5.9,5.5,6.2,5.9,Trường THCS Nguyễn Du,2.0,4,Trung bình
5587,9.2,8.9,9.3,9.1,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5588,6.4,4.8,4.9,5.4,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
5589,7.5,7.2,7.4,7.4,Trường THPT Lê Quý Đôn,5.0,2,Khá
5590,7.9,7.6,7.8,7.8,Trường THCS Bạch Đằng,4.0,2,Khá
5591,8.7,8.4,8.7,8.6,Trường THPT Nguyễn Hữu Huân,13.0,0,Xuất sắc
5592,9.8,9.7,9.8,9.8,Trường THCS Colette,16.0,0,Xuất sắc
5593,8.8,8.7,8.8,8.8,Trường THCS Colette,16.0,0,Xuất sắc
5594,7.6,8.0,7.8,7.8,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5595,8.1,7.8,8.1,8.0,Trường THPT Trần Phú,7.0,2,Khá
5596,5.9,5.6,7.1,6.2,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
5597,8.5,8.3,8.6,8.5,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5598,8.7,8.6,8.9,8.7,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5599,5.8,5.8,6.0,5.9,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
5600,7.3,7.4,7.8,7.5,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
5601,7.3,6.8,6.7,6.9,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
5602,10.0,9.7,10.0,9.9,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5603,6.1,5.8,6.7,6.2,Trường THCS Bạch Đằng,4.0,4,Trung bình
5604,8.1,7.7,7.7,7.8,Trường THCS Á Châu,6.0,2,Khá
5605,3.7,2.7,5.3,3.9,Trường THCS Nguyễn Du,2.0,1,Yếu
5606,6.5,6.9,7.1,6.8,Trường THCS Á Châu,6.0,2,Khá
5607,8.6,8.5,8.8,8.6,Trường THPT Gia Định,17.0,0,Xuất sắc
5608,9.9,9.7,9.8,9.8,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5609,9.2,8.9,9.4,9.2,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5610,7.0,7.0,7.1,7.0,Trường THCS Nguyễn Du,2.0,2,Khá
5611,8.6,8.7,9.0,8.8,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5612,9.5,9.3,9.4,9.4,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5613,7.1,6.8,7.0,7.0,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
5614,9.3,9.2,9.2,9.2,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5615,7.6,6.9,8.1,7.5,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
5616,5.3,5.6,6.4,5.8,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
5617,8.3,8.1,7.9,8.1,Trường THPT Gia Định,17.0,3,Giỏi
5618,10.0,9.9,9.9,9.9,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
5619,5.9,5.6,6.7,6.1,Trường THPT Phú Nhuận,9.0,4,Trung bình
5620,8.3,8.0,8.2,8.2,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
5621,7.7,7.9,7.2,7.6,Trường THPT Lê Quý Đôn,5.0,2,Khá
5622,9.0,8.7,8.7,8.8,Trường THCS Colette,16.0,0,Xuất sắc
5623,7.6,7.2,7.1,7.3,THPT Nguyễn Hữu Cầu,1.0,2,Khá
5624,8.7,8.3,8.8,8.6,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5625,8.7,8.6,9.0,8.8,Trường THPT Gia Định,17.0,0,Xuất sắc
5626,8.5,8.7,8.9,8.7,Trường THPT Gia Định,17.0,0,Xuất sắc
5627,8.8,8.5,8.9,8.7,Trường THCS Colette,16.0,0,Xuất sắc
5628,8.4,7.9,8.2,8.2,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
5629,6.9,7.5,7.8,7.4,Trường THCS Nguyễn Du,2.0,2,Khá
5630,6.2,5.9,5.5,5.9,Trường THPT Nguyễn Hữu Huân,13.0,4,Trung bình
5631,6.3,5.6,5.6,5.8,Trường THCS Lê Quý Đôn,18.0,4,Trung bình
5632,4.2,2.9,4.5,3.9,Trường THCS Nguyễn Du,2.0,1,Yếu
5633,9.9,9.8,9.9,9.9,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5634,9.8,9.7,9.8,9.8,Trường THPT Trần Phú,7.0,0,Xuất sắc
5635,9.3,8.9,9.2,9.1,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5636,7.9,8.3,8.5,8.2,Trường THCS Lê Quý Đôn,18.0,3,Giỏi
5637,9.3,8.9,9.1,9.1,Trường THPT Gia Định,17.0,0,Xuất sắc
5638,8.5,8.6,8.8,8.6,Trường THCS Hai Bà Trưng,12.0,0,Xuất sắc
5639,9.0,9.3,9.4,9.2,Trường THPT Gia Định,17.0,0,Xuất sắc
5640,6.9,7.0,7.0,7.0,Trường THPT Gia Định,17.0,3,Giỏi
5641,8.5,8.2,9.2,8.6,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5642,7.1,7.5,8.2,7.6,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
5643,8.0,8.2,7.9,8.0,Trường THCS Nguyễn Du,2.0,2,Khá
5644,8.7,8.7,9.3,8.9,Trường THCS Colette,16.0,0,Xuất sắc
5645,7.5,7.8,7.9,7.7,Trường THPT Nguyễn Hữu Huân,13.0,3,Giỏi
5646,8.1,7.5,8.6,8.1,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
5647,7.2,6.7,7.9,7.3,Trường THPT Phú Nhuận,9.0,2,Khá
5648,6.5,6.4,7.5,6.8,Trường THCS Việt Úc,8.0,2,Khá
5649,9.6,9.3,8.9,9.3,Trường THCS Trần Văn Ơn,10.0,0,Xuất sắc
5650,6.3,6.5,5.8,6.2,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
5651,8.9,8.5,9.0,8.8,Trường THPT Gia Định,17.0,0,Xuất sắc
5652,9.0,9.1,9.1,9.1,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5653,5.5,7.0,6.5,6.3,Trường THCS Hai Bà Trưng,12.0,4,Trung bình
5654,4.6,4.0,5.5,4.7,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
5655,8.6,8.9,8.9,8.8,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5656,6.5,5.4,5.9,5.9,Trường THCS Á Châu,6.0,4,Trung bình
5657,4.1,2.8,6.4,4.4,Trường THCS Á Châu,6.0,1,Yếu
5658,9.3,9.2,9.2,9.2,Trường THCS Trần Văn Ơn,10.0,0,Xuất sắc
5659,7.9,8.1,8.2,8.1,Trường THCS Nguyễn Du,2.0,2,Khá
5660,8.4,8.3,7.9,8.2,Trường THCS Á Châu,6.0,2,Khá
5661,7.4,7.5,7.6,7.5,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
5662,6.1,5.8,6.3,6.1,Trường THCS Nguyễn Du,2.0,4,Trung bình
5663,8.5,8.6,9.0,8.7,Trường THCS Colette,16.0,0,Xuất sắc
5664,6.8,6.5,7.2,6.8,Trường THCS Colette,16.0,3,Giỏi
5665,7.4,7.4,8.0,7.6,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
5666,8.5,8.5,8.8,8.6,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5667,4.4,3.1,5.1,4.2,Trường THCS Nguyễn Du,2.0,1,Yếu
5668,7.1,7.5,7.6,7.4,Trường THPT Phú Nhuận,9.0,2,Khá
5669,8.9,8.5,8.4,8.6,Trường THPT Bùi Thị Xuân,11.0,0,Xuất sắc
5670,7.4,7.8,7.6,7.6,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
5671,5.9,6.3,5.9,6.0,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
5672,7.1,7.9,7.6,7.5,Trường THPT Trần Phú,7.0,2,Khá
5673,7.5,7.5,7.4,7.5,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5674,5.6,5.4,6.4,5.8,Trường THCS Colette,16.0,4,Trung bình
5675,9.6,9.8,9.9,9.8,Trường THCS Colette,16.0,0,Xuất sắc
5676,8.5,8.5,9.1,8.7,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5677,7.8,7.8,7.5,7.7,Trường THCS Việt Úc,8.0,2,Khá
5678,8.8,8.5,9.0,8.8,Trường THCS Colette,16.0,0,Xuất sắc
5679,7.9,8.2,8.0,8.0,Trường THPT Lê Quý Đôn,5.0,2,Khá
5680,7.1,7.2,8.2,7.5,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
5681,8.7,8.5,8.6,8.6,Trường THPT Phú Nhuận,9.0,0,Xuất sắc
5682,8.3,7.6,8.3,8.1,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
5683,6.9,6.5,7.2,6.9,Trường THCS Trần Văn Ơn,10.0,2,Khá
5684,6.7,6.3,7.4,6.8,Trường THCS Hai Bà Trưng,12.0,2,Khá
5685,9.0,8.8,8.8,8.9,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5686,6.2,6.0,6.5,6.2,Trường THCS Hai Bà Trưng,12.0,4,Trung bình
5687,8.3,8.3,8.0,8.2,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
5688,9.2,9.0,9.3,9.2,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5689,6.5,5.8,5.7,6.0,Trường THPT Lê Quý Đôn,5.0,4,Trung bình
5690,7.3,6.0,5.8,6.4,THPT Nguyễn Hữu Cầu,1.0,4,Trung bình
5691,6.0,6.0,5.7,5.9,Trường THCS Đoàn Thị Điểm,0.0,4,Trung bình
5692,6.8,7.9,7.2,7.3,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
5693,5.6,5.7,6.1,5.8,Trường THPT Mạc Đĩnh Chi,3.0,4,Trung bình
5694,7.1,7.9,7.3,7.4,Trường THPT Bùi Thị Xuân,11.0,3,Giỏi
5695,5.3,5.7,6.3,5.8,Trường THCS Bạch Đằng,4.0,4,Trung bình
5696,8.1,8.1,8.4,8.2,Trường THPT Nguyễn Thượng Hiền,19.0,3,Giỏi
5697,7.5,7.0,8.0,7.5,Trường THCS Việt Úc,8.0,2,Khá
5698,9.2,8.8,9.3,9.1,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5699,9.1,8.5,8.8,8.8,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5700,4.7,4.0,3.8,4.2,Trường THPT Lê Quý Đôn,5.0,1,Yếu
5701,7.2,7.8,7.8,7.6,Trường THCS Trần Văn Ơn,10.0,2,Khá
5702,7.1,6.9,7.5,7.2,Trường THPT Phú Nhuận,9.0,2,Khá
5703,8.7,8.7,8.6,8.7,Trường THCS Nguyễn Du,2.0,2,Khá
5704,6.4,5.7,6.4,6.2,Trường THCS Bạch Đằng,4.0,4,Trung bình
5705,7.5,7.7,7.7,7.6,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
5706,8.8,8.2,8.6,8.5,Trường THCS Nguyễn Du,2.0,2,Khá
5707,7.6,7.3,7.7,7.5,Trường THCS Trần Văn Ơn,10.0,2,Khá
5708,9.9,9.7,9.8,9.8,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
5709,7.1,7.5,7.1,7.2,Trường THCS Nguyễn Du,2.0,2,Khá
5710,8.9,8.4,8.7,8.7,Trường THCS Nguyễn Hữu Thọ,14.0,0,Xuất sắc
5711,6.5,5.9,6.1,6.2,Trường THCS Bạch Đằng,4.0,4,Trung bình
5712,8.2,8.1,9.0,8.4,Trường THCS Việt Úc,8.0,3,Giỏi
5713,8.5,8.4,9.2,8.7,Trường THCS Việt Úc,8.0,0,Xuất sắc
5714,9.8,9.5,9.8,9.7,Trường THPT Gia Định,17.0,0,Xuất sắc
5715,8.9,9.1,9.5,9.2,Trường THCS Colette,16.0,0,Xuất sắc
5716,6.0,5.6,6.3,6.0,Trường THCS Nguyễn Du,2.0,4,Trung bình
5717,7.8,6.9,7.3,7.3,Trường THPT Mạc Đĩnh Chi,3.0,2,Khá
5718,8.4,8.0,8.7,8.4,Trường THCS Trần Văn Ơn,10.0,3,Giỏi
5719,4.9,3.2,4.0,4.0,THPT Nguyễn Hữu Cầu,1.0,1,Yếu
5720,7.3,7.7,7.8,7.6,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
5721,9.8,9.9,9.9,9.9,Trường THCS Lê Quý Đôn,18.0,0,Xuất sắc
5722,8.1,8.3,8.3,8.2,Trường THCS Colette,16.0,3,Giỏi
5723,7.3,6.5,7.4,7.1,Trường THPT Phú Nhuận,9.0,2,Khá
5724,9.1,9.1,9.6,9.3,Trường THPT Nguyễn Thị Minh Khai,15.0,0,Xuất sắc
5725,8.5,8.6,9.0,8.7,Trường THCS Colette,16.0,0,Xuất sắc
5726,8.7,8.3,8.5,8.5,Trường THPT Gia Định,17.0,0,Xuất sắc
5727,9.2,9.3,8.8,9.1,Trường THCS Việt Úc,8.0,0,Xuất sắc
5728,7.3,7.8,7.4,7.5,Trường THCS Hai Bà Trưng,12.0,3,Giỏi
5729,4.8,4.0,6.4,5.1,Trường THPT Mạc Đĩnh Chi,3.0,1,Yếu
5730,8.9,8.7,9.1,8.9,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5731,6.6,6.8,7.9,7.1,Trường THCS Colette,16.0,3,Giỏi
5732,5.7,6.2,5.4,5.8,Trường THPT Nguyễn Hữu Huân,13.0,4,Trung bình
5733,6.3,6.9,7.6,6.9,Trường THCS Nguyễn Du,2.0,2,Khá
5734,8.5,8.6,8.7,8.6,Trường THPT Nguyễn Thượng Hiền,19.0,0,Xuất sắc
5735,7.0,6.9,7.6,7.2,Trường THCS Việt Úc,8.0,2,Khá
5736,7.3,7.0,7.6,7.3,Trường THCS Bạch Đằng,4.0,2,Khá
5737,9.2,8.3,8.5,8.7,Trường THPT Gia Định,17.0,0,Xuất sắc
5738,6.9,7.2,7.5,7.2,Trường THPT Lê Quý Đôn,5.0,2,Khá
5739,6.7,6.8,6.9,6.8,Trường THCS Việt Úc,8.0,2,Khá
5740,8.6,8.1,8.3,8.3,Trường THPT Nguyễn Thị Minh Khai,15.0,3,Giỏi
5741,7.4,7.4,7.4,7.4,Trường THCS Colette,16.0,3,Giỏi
5742,7.5,6.8,7.8,7.4,Trường THCS Nguyễn Hữu Thọ,14.0,3,Giỏi
5743,7.4,7.1,7.6,7.4,Trường THPT Gia Định,17.0,3,Giỏi
5744,6.9,5.9,5.7,6.2,Trường THPT Gia Định,17.0,4,Trung bình
5745,8.2,8.1,8.4,8.2,Trường THCS Bạch Đằng,4.0,2,Khá
